transaction_id,customer_id,transaction_amount,transaction_frequency,transaction_hour,distance_from_usual_location_km,account_age_days
TXN500539,CUST20257,187874,1,14,3.2,2998
TXN500540,CUST20172,14009,3,14,12.1,2099
TXN500541,CUST20710,35526,2,22,6.7,2171
TXN500542,CUST20594,198895,1,13,6.8,3403
TXN500543,CUST20265,18425,1,15,7.7,1291
TXN500544,CUST20569,63070,1,10,1.7,1136
TXN500545,CUST20613,39623,1,10,0.8,2482
TXN500546,CUST20315,34757,2,12,0.8,3767
TXN500547,CUST20463,8681,1,11,12.1,3880
TXN500548,CUST20724,383141,1,12,4.9,736
TXN500549,CUST20310,5941,1,15,3.6,1343
TXN500550,CUST20087,26874,3,9,0.0,224
TXN500551,CUST20052,13677,2,7,3.6,3627
TXN500552,CUST20765,223511,1,13,1.9,2853
TXN500553,CUST20594,257273,1,5,3.7,3403
TXN500554,CUST20385,16730,1,9,1.8,669
TXN500555,CUST20762,164514,1,12,6.5,2733
TXN500556,CUST20809,10073,1,9,0.9,2893
TXN500557,CUST20864,143993,4,15,2.6,3776
TXN500558,CUST20888,768397,2,3,195.1,1927
TXN500559,CUST20034,22722,2,9,0.3,3104
TXN500560,CUST20433,22151,1,13,12.3,1317
TXN500561,CUST20423,210749,2,19,3.2,913
TXN500562,CUST20432,31890,1,15,3.9,527
TXN500563,CUST20436,25449,33,20,23.5,113
TXN500564,CUST20657,52555,2,16,1.2,885
TXN500565,CUST20623,34381,1,11,5.0,3699
TXN500566,CUST20738,52457,2,14,4.1,659
TXN500567,CUST20751,13909,1,7,2.1,2713
TXN500568,CUST20286,387409,1,17,1.9,1750
TXN500569,CUST20835,41094,1,11,3.0,2855
TXN500570,CUST20361,480000,1,16,1.9,2826
TXN500571,CUST20286,480000,1,14,0.9,1750
TXN500572,CUST20729,5708,1,12,0.5,1878
TXN500573,CUST20401,13892,3,8,1.9,2389
TXN500574,CUST20708,3933,1,10,7.8,3282
TXN500575,CUST20767,302807,1,11,0.6,2636
TXN500576,CUST20526,40814,1,17,6.3,3657
TXN500577,CUST20081,50082,2,11,2.4,672
TXN500578,CUST20309,282707,3,20,6.0,2207
TXN500579,CUST20510,320437,1,14,0.8,2989
TXN500580,CUST20676,117200,1,10,4.0,597
TXN500581,CUST20682,105925,3,17,5.4,2138
TXN500582,CUST20874,13796,2,18,16.4,294
TXN500583,CUST20509,2016344,1,16,6.1,293
TXN500584,CUST20645,10336,2,14,4.0,2604
TXN500585,CUST20865,23438,1,21,6.5,596
TXN500586,CUST20876,63871,1,10,1.9,2176
TXN500587,CUST20877,18678,1,17,1.8,334
TXN500588,CUST20546,35247,4,20,5.2,1144
TXN500589,CUST20498,31531,3,20,11.1,2459
TXN500590,CUST20099,42223,1,3,0.3,566
TXN500591,CUST20494,19544,1,6,1.2,2729
TXN500592,CUST20213,19737,1,8,4.2,2609
TXN500593,CUST20484,114122,1,10,1.9,1036
TXN500594,CUST20163,248667,3,14,3.1,3496
TXN500595,CUST20026,13157,1,16,0.2,876
TXN500596,CUST20190,27624,1,11,6.0,3717
TXN500597,CUST20823,172648,2,11,2.1,716
TXN500598,CUST20793,139986,1,22,0.5,2180
TXN500599,CUST20818,32964,1,14,3.6,183
TXN500600,CUST20220,15919,1,19,11.6,784
TXN500601,CUST20686,24124,1,17,0.4,2170
TXN500602,CUST20458,30278,1,18,0.9,2733
TXN500603,CUST20088,21027,1,14,4.6,900
TXN500604,CUST20806,23764,2,19,3.3,2777
TXN500605,CUST20729,7255,1,12,4.0,1878
TXN500606,CUST20412,321822,1,10,0.9,2959
TXN500607,CUST20144,28938,1,16,1.9,2446
TXN500608,CUST20686,25881,2,14,0.7,2170
TXN500609,CUST20819,51245,3,14,3.3,1524
TXN500610,CUST20279,60891,1,11,2.6,173
TXN500611,CUST20680,480000,2,18,13.8,1287
TXN500612,CUST20287,80766,2,13,2.1,1020
TXN500613,CUST20068,187884,1,6,6.3,136
TXN500614,CUST20850,23185,1,9,8.0,1946
TXN500615,CUST20062,78016,1,14,1.5,3011
TXN500616,CUST20466,14293,1,11,1.7,2980
TXN500617,CUST20586,16862,1,18,14.4,477
TXN500618,CUST20574,5882,1,4,17.8,1017
TXN500619,CUST20128,360172,1,17,1.8,3238
TXN500620,CUST20181,75342,3,15,0.2,1172
TXN500621,CUST20162,15578,1,17,0.9,828
TXN500622,CUST20377,18049,1,10,2.3,166
TXN500623,CUST20155,37806,2,18,0.9,2932
TXN500624,CUST20545,17621,2,14,1.2,1002
TXN500625,CUST20700,37813,1,13,4.0,977
TXN500626,CUST20276,10651,2,18,1.2,1220
TXN500627,CUST20551,13852,1,9,0.5,3104
TXN500628,CUST20291,47515,1,16,1.2,890
TXN500629,CUST20179,30046,2,17,2.1,3695
TXN500630,CUST20297,40133,1,14,0.0,2130
TXN500631,CUST20820,280987,2,13,3.3,93
TXN500632,CUST20264,25070,1,15,0.5,882
TXN500633,CUST20119,10134,1,18,1.8,1560
TXN500634,CUST20537,21931,2,21,1.5,3917
TXN500635,CUST20575,16315,1,23,2.9,393
TXN500636,CUST20720,67865,1,13,1.5,1580
TXN500637,CUST20018,34756,1,2,3.4,400
TXN500638,CUST20641,28560,2,7,7.8,3549
TXN500639,CUST20614,10972,1,10,3.2,3648
TXN500640,CUST20594,295895,1,14,3.4,3403
TXN500641,CUST20441,22611,1,14,10.8,639
TXN500642,CUST20574,14085,1,17,0.2,1017
TXN500643,CUST20747,35461,1,15,5.8,3050
TXN500644,CUST20547,123016,1,11,3.6,2990
TXN500645,CUST20406,21851,2,20,0.9,2880
TXN500646,CUST20205,98780,2,16,3.1,1867
TXN500647,CUST20800,4826565,1,12,1.0,524
TXN500648,CUST20865,61132,2,12,5.8,596
TXN500649,CUST20833,53215,1,17,6.0,2948
TXN500650,CUST20845,24655,2,16,1.0,1434
TXN500651,CUST20370,29730,1,19,4.1,1341
TXN500652,CUST20757,40491,2,19,0.6,771
TXN500653,CUST20449,23121,1,14,4.1,2085
TXN500654,CUST20836,37777,1,20,0.2,617
TXN500655,CUST20529,20182,1,8,1.0,2265
TXN500656,CUST20042,12153,1,12,2.8,169
TXN500657,CUST20863,9226,4,11,3.3,3858
TXN500658,CUST20347,30019,1,20,3.3,3988
TXN500659,CUST20110,92056,2,17,0.1,3054
TXN500660,CUST20420,120548,3,15,0.1,648
TXN500661,CUST20054,81487,4,9,1.8,2049
TXN500662,CUST20375,194537,1,23,0.2,3421
TXN500663,CUST20256,4690,30,0,16.7,823
TXN500664,CUST20890,37943,1,8,3.1,1384
TXN500665,CUST20459,37170,1,12,3.3,3658
TXN500666,CUST20373,18040,2,13,1.1,999
TXN500667,CUST20629,14653,1,17,1.6,3005
TXN500668,CUST20401,16341,1,12,0.4,2389
TXN500669,CUST20680,480000,1,7,1.0,1287
TXN500670,CUST20750,38313,2,15,2.6,267
TXN500671,CUST20014,4187,1,14,2.7,256
TXN500672,CUST20480,20761,2,9,5.7,1043
TXN500673,CUST20369,33296,3,12,0.4,1841
TXN500674,CUST20375,113984,1,16,3.6,3421
TXN500675,CUST20520,37859,1,14,6.6,2429
TXN500676,CUST20682,115405,2,14,3.1,2138
TXN500677,CUST20358,59019,1,16,0.6,1591
TXN500678,CUST20306,24479,1,7,0.9,1256
TXN500679,CUST20394,480000,1,9,7.6,1664
TXN500680,CUST20346,13674,1,12,5.6,1727
TXN500681,CUST20426,20000,1,13,0.0,3960
TXN500682,CUST20346,24313,1,10,5.6,1727
TXN500683,CUST20016,37634,2,10,8.3,1049
TXN500684,CUST20535,34276,1,12,0.9,864
TXN500685,CUST20634,480000,1,15,13.5,1279
TXN500686,CUST20170,36823,1,15,0.5,1920
TXN500687,CUST20591,79253,1,9,3.3,590
TXN500688,CUST20790,73312,2,5,9.6,2743
TXN500689,CUST20473,225919,1,13,7.8,1302
TXN500690,CUST20274,2107834,1,18,0.4,2615
TXN500691,CUST20554,214638,1,9,1.0,2150
TXN500692,CUST20589,292675,1,21,7.4,1277
TXN500693,CUST20253,17353,1,15,15.4,2653
TXN500694,CUST20047,16872,1,20,2.9,350
TXN500695,CUST20628,18707,1,9,0.6,1574
TXN500696,CUST20552,34846,2,12,3.6,2638
TXN500697,CUST20155,47151,4,18,3.9,2932
TXN500698,CUST20261,11206,1,4,7.2,1675
TXN500699,CUST20100,25273,1,18,1.5,1919
TXN500700,CUST20505,19486,1,4,21.3,425
TXN500701,CUST20074,231078,1,9,0.4,381
TXN500702,CUST20065,24078,2,11,9.2,429
TXN500703,CUST20254,39841,2,17,6.3,3830
TXN500704,CUST20581,40419,1,18,3.3,1591
TXN500705,CUST20788,7379,1,19,6.9,278
TXN500706,CUST20295,62740,2,12,2.4,1623
TXN500707,CUST20486,60732,1,15,1.9,1067
TXN500708,CUST20042,8789,1,8,0.5,169
TXN500709,CUST20382,52310,2,14,1.2,2231
TXN500710,CUST20283,25737,3,13,0.0,1847
TXN500711,CUST20680,199273,2,14,0.2,1287
TXN500712,CUST20845,51934,1,16,10.1,1434
TXN500713,CUST20851,81351,1,17,0.5,1347
TXN500714,CUST20594,131647,2,14,2.0,3403
TXN500715,CUST20370,25814,1,10,0.0,1341
TXN500716,CUST20318,22486,1,12,0.2,2837
TXN500717,CUST20284,81318,2,21,12.8,96
TXN500718,CUST20259,11914,1,12,2.7,1847
TXN500719,CUST20004,151820,2,14,2.1,815
TXN500720,CUST20854,74996,1,12,3.9,3413
TXN500721,CUST20055,47377,1,13,0.6,2802
TXN500722,CUST20151,13369,2,13,2.8,1001
TXN500723,CUST20217,169283,1,9,3.7,1505
TXN500724,CUST20899,41936,1,14,6.7,2043
TXN500725,CUST20656,805864,3,3,146.8,3379
TXN500726,CUST20330,10939,1,20,3.9,2940
TXN500727,CUST20115,20883,1,15,1.7,2170
TXN500728,CUST20307,11510,1,15,0.9,1336
TXN500729,CUST20786,32341,1,17,0.4,3169
TXN500730,CUST20554,293742,1,3,135.0,2150
TXN500731,CUST20444,44228,1,12,3.0,775
TXN500732,CUST20306,11231,1,17,8.0,1256
TXN500733,CUST20303,8250,1,20,1.6,401
TXN500734,CUST20898,24001,1,15,1.9,177
TXN500735,CUST20391,154128,1,13,0.7,2371
TXN500736,CUST20719,39883,1,11,4.3,3678
TXN500737,CUST20812,14991,2,19,4.0,2297
TXN500738,CUST20039,24744,2,12,5.9,160
TXN500739,CUST20712,103796,1,11,3.3,3721
TXN500740,CUST20781,21472,3,13,5.0,673
TXN500741,CUST20215,21578,2,10,6.5,1103
TXN500742,CUST20891,33474,1,13,0.3,189
TXN500743,CUST20088,19829,1,15,6.9,900
TXN500744,CUST20258,480000,1,8,0.2,56
TXN500745,CUST20886,4074211,2,14,3.4,2249
TXN500746,CUST20279,47815,3,9,2.1,173
TXN500747,CUST20754,48526,1,14,9.7,2850
TXN500748,CUST20231,34769,2,15,0.6,2363
TXN500749,CUST20327,46612,1,18,0.8,2452
TXN500750,CUST20891,22412,1,22,1.9,189
TXN500751,CUST20454,176996,3,13,5.0,2111
TXN500752,CUST20154,411249,1,13,0.9,2298
TXN500753,CUST20327,46128,1,16,0.7,2452
TXN500754,CUST20217,177507,1,16,1.1,1505
TXN500755,CUST20066,24552,1,6,1.4,2362
TXN500756,CUST20521,12792,3,13,15.9,3169
TXN500757,CUST20680,331761,1,15,2.2,1287
TXN500758,CUST20826,12054,1,8,1.1,309
TXN500759,CUST20027,346662,1,10,4.0,3066
TXN500760,CUST20385,13180,1,11,0.4,669
TXN500761,CUST20027,419960,1,21,4.8,3066
TXN500762,CUST20242,4304939,1,16,3.6,1130
TXN500763,CUST20899,19416,2,16,5.7,2043
TXN500764,CUST20891,24434,1,17,1.2,189
TXN500765,CUST20437,15938,1,17,2.1,3832
TXN500766,CUST20460,95543,1,18,0.1,611
TXN500767,CUST20120,9796,1,12,0.0,2169
TXN500768,CUST20542,51391,1,18,8.1,2571
TXN500769,CUST20271,47735,1,10,0.1,521
TXN500770,CUST20274,73984,4,11,0.6,2615
TXN500771,CUST20700,50234,2,8,1.8,977
TXN500772,CUST20380,32933,1,13,1.1,3119
TXN500773,CUST20559,50327,1,9,2.1,3010
TXN500774,CUST20358,99814,2,21,4.8,1591
TXN500775,CUST20684,68053,1,14,0.4,304
TXN500776,CUST20181,154828,2,9,5.0,1172
TXN500777,CUST20525,12193,1,11,0.6,1258
TXN500778,CUST20334,480000,1,10,2.6,1632
TXN500779,CUST20779,113966,1,13,0.1,1113
TXN500780,CUST20271,30303,1,19,11.9,521
TXN500781,CUST20604,18644,1,14,0.8,1508
TXN500782,CUST20860,23618,1,16,2.5,3111
TXN500783,CUST20213,24965,1,11,0.9,2609
TXN500784,CUST20252,37061,2,19,0.9,1870
TXN500785,CUST20896,50220,1,13,0.1,2800
TXN500786,CUST20196,24005,1,16,0.0,3327
TXN500787,CUST20612,28306,2,10,0.6,2878
TXN500788,CUST20232,14877,3,20,0.3,3547
TXN500789,CUST20709,19391,1,13,3.4,3050
TXN500790,CUST20493,22475,4,17,8.7,2626
TXN500791,CUST20555,30742,1,12,1.3,469
TXN500792,CUST20218,43480,1,13,3.9,2456
TXN500793,CUST20808,19403,3,11,1.5,1118
TXN500794,CUST20687,16256,1,22,1.1,2902
TXN500795,CUST20289,468339,1,11,0.6,500
TXN500796,CUST20112,39275,1,12,0.9,977
TXN500797,CUST20825,273292,2,20,2.5,3984
TXN500798,CUST20651,5262,1,20,0.4,1997
TXN500799,CUST20813,41127,1,15,3.1,3376
TXN500800,CUST20365,32832,1,15,4.5,2147
TXN500801,CUST20570,58049,1,8,0.1,3508
TXN500802,CUST20032,46145,1,16,1.2,732
TXN500803,CUST20485,5611,1,14,3.1,538
TXN500804,CUST20633,36390,2,8,2.8,1860
TXN500805,CUST20450,174828,1,11,0.2,809
TXN500806,CUST20799,38441,1,20,1.0,3777
TXN500807,CUST20284,28095,1,17,3.1,96
TXN500808,CUST20143,37636,1,13,0.5,1985
TXN500809,CUST20390,30024,1,18,1.5,702
TXN500810,CUST20669,18269,1,14,1.0,1514
TXN500811,CUST20186,26520,4,18,1.3,3517
TXN500812,CUST20637,6474,1,15,0.2,3677
TXN500813,CUST20168,39041,1,14,2.4,1793
TXN500814,CUST20245,17902,2,16,0.8,3265
TXN500815,CUST20670,167500,1,7,0.5,312
TXN500816,CUST20772,64553,1,14,3.0,631
TXN500817,CUST20195,16492,1,13,0.3,903
TXN500818,CUST20015,8368,1,1,2.3,2132
TXN500819,CUST20755,7908,1,14,3.1,2596
TXN500820,CUST20203,140891,1,15,0.7,1821
TXN500821,CUST20003,190708,1,1,161.3,1216
TXN500822,CUST20475,50241,1,17,4.5,1155
TXN500823,CUST20194,18951,3,7,3.4,1003
TXN500824,CUST20099,27985,1,12,6.1,566
TXN500825,CUST20421,346453,1,12,2.1,3946
TXN500826,CUST20497,36095,1,12,1.5,2873
TXN500827,CUST20029,23751,2,10,2.7,1461
TXN500828,CUST20315,25544,2,14,0.6,3767
TXN500829,CUST20662,13654,2,15,1.5,3215
TXN500830,CUST20036,170426,1,10,5.2,3090
TXN500831,CUST20422,335952,1,6,0.1,3338
TXN500832,CUST20166,12455,1,23,1.1,1691
TXN500833,CUST20320,9516,1,13,0.6,798
TXN500834,CUST20830,10093,1,13,2.3,1641
TXN500835,CUST20255,36277,1,17,0.1,1743
TXN500836,CUST20129,19939,2,20,1.2,3390
TXN500837,CUST20497,86102,1,16,8.8,2873
TXN500838,CUST20207,57593,1,15,0.7,3310
TXN500839,CUST20588,27491,1,12,2.5,724
TXN500840,CUST20890,16821,1,14,5.1,1384
TXN500841,CUST20083,28049,1,11,8.4,3204
TXN500842,CUST20405,7570,1,8,1.7,2265
TXN500843,CUST20764,19486,3,11,0.2,1521
TXN500844,CUST20782,5302,3,9,0.8,3676
TXN500845,CUST20777,12190,1,12,1.6,1104
TXN500846,CUST20168,35634,1,10,11.3,1793
TXN500847,CUST20380,10980,1,20,0.0,3119
TXN500848,CUST20611,14967,2,14,1.2,2833
TXN500849,CUST20189,16207,1,5,0.1,3923
TXN500850,CUST20876,78748,1,22,2.2,2176
TXN500851,CUST20654,42892,2,19,0.1,815
TXN500852,CUST20259,5251,1,20,0.4,1847
TXN500853,CUST20047,20516,2,11,0.8,350
TXN500854,CUST20880,54684,3,20,6.1,1210
TXN500855,CUST20601,39451,2,23,5.2,3165
TXN500856,CUST20119,26814,2,9,0.8,1560
TXN500857,CUST20722,186191,1,8,7.1,703
TXN500858,CUST20430,25389,1,14,1.7,2985
TXN500859,CUST20186,36228,1,12,0.6,3517
TXN500860,CUST20429,39773,1,16,7.3,1155
TXN500861,CUST20361,480000,1,10,5.1,2826
TXN500862,CUST20259,6284,1,17,3.0,1847
TXN500863,CUST20227,46788,1,12,0.9,1004
TXN500864,CUST20428,155006,1,11,1.8,2665
TXN500865,CUST20017,285957,2,16,3.2,2835
TXN500866,CUST20746,33825,1,21,2.4,2833
TXN500867,CUST20563,10166,4,16,1.4,3560
TXN500868,CUST20645,19168,1,18,1.9,2604
TXN500869,CUST20362,210471,2,17,3.3,3493
TXN500870,CUST20378,10919,3,12,2.4,1133
TXN500871,CUST20140,15630,1,18,0.9,1367
TXN500872,CUST20452,35639,1,11,13.9,2763
TXN500873,CUST20030,10785,1,12,0.8,1911
TXN500874,CUST20413,25320,1,8,1.1,1306
TXN500875,CUST20230,218560,1,10,1.3,1501
TXN500876,CUST20351,75352,1,16,1.7,2605
TXN500877,CUST20300,15225,1,14,9.2,525
TXN500878,CUST20617,18333,1,14,0.5,761
TXN500879,CUST20836,172857,1,10,11.1,617
TXN500880,CUST20533,16378,2,12,1.5,2630
TXN500881,CUST20592,88839,1,11,2.4,1576
TXN500882,CUST20551,29651,1,12,3.6,3104
TXN500883,CUST20707,33101,2,18,1.0,3130
TXN500884,CUST20416,297061,1,12,6.8,3659
TXN500885,CUST20006,25043,2,12,0.0,164
TXN500886,CUST20200,21490,1,14,6.5,543
TXN500887,CUST20246,148867,1,21,0.2,1664
TXN500888,CUST20750,50404,2,9,11.1,267
TXN500889,CUST20401,21050,1,21,2.9,2389
TXN500890,CUST20502,18481,1,9,0.4,3323
TXN500891,CUST20674,15003,1,11,5.8,2615
TXN500892,CUST20801,445918,1,1,276.3,1724
TXN500893,CUST20041,42134,3,9,2.5,924
TXN500894,CUST20069,25138,1,14,7.9,317
TXN500895,CUST20587,5076,1,11,9.3,2295
TXN500896,CUST20105,12198,1,18,4.1,2562
TXN500897,CUST20457,33845,1,11,3.7,1014
TXN500898,CUST20254,36164,1,23,7.2,3830
TXN500899,CUST20563,9141,2,20,0.8,3560
TXN500900,CUST20212,26293,2,10,0.6,3814
TXN500901,CUST20462,34756,2,12,0.3,2634
TXN500902,CUST20144,26293,2,17,1.5,2446
TXN500903,CUST20380,18754,2,11,0.8,3119
TXN500904,CUST20641,11710,1,7,4.7,3549
TXN500905,CUST20013,25598,1,11,0.3,750
TXN500906,CUST20745,49265,2,9,0.5,3838
TXN500907,CUST20398,138994,1,12,3.6,1389
TXN500908,CUST20123,27173,2,13,0.0,328
TXN500909,CUST20106,12954,1,7,4.3,905
TXN500910,CUST20608,33523,1,10,4.7,624
TXN500911,CUST20097,171453,1,14,10.1,1061
TXN500912,CUST20716,28968,1,16,2.4,2989
TXN500913,CUST20229,211866,1,15,1.2,861
TXN500914,CUST20704,32240,1,9,0.1,1021
TXN500915,CUST20216,437533,1,9,0.1,2105
TXN500916,CUST20171,14159,1,18,4.4,2247
TXN500917,CUST20538,104157,1,13,1.4,3018
TXN500918,CUST20147,5918,1,24,3.1,2395
TXN500919,CUST20347,59237,22,15,2.4,3988
TXN500920,CUST20127,384373,3,18,2.3,3954
TXN500921,CUST20185,13410,1,8,17.8,244
TXN500922,CUST20391,128560,1,18,0.1,2371
TXN500923,CUST20379,34645,1,14,10.1,2844
TXN500924,CUST20867,114588,1,10,6.4,2868
TXN500925,CUST20012,54383,1,19,17.4,3203
TXN500926,CUST20255,33861,3,14,2.6,1743
TXN500927,CUST20033,31247,1,10,2.3,848
TXN500928,CUST20460,85145,1,13,5.7,611
TXN500929,CUST20751,14039,1,15,5.8,2713
TXN500930,CUST20370,55243,1,18,1.2,1341
TXN500931,CUST20606,24761,1,13,7.8,1549
TXN500932,CUST20409,34420,1,10,15.1,2677
TXN500933,CUST20649,480000,1,16,0.9,2469
TXN500934,CUST20657,51980,2,14,1.3,885
TXN500935,CUST20756,116927,1,7,1.3,1772
TXN500936,CUST20265,22707,2,21,2.4,1291
TXN500937,CUST20832,20432,1,8,8.7,164
TXN500938,CUST20888,30237,3,17,11.3,1927
TXN500939,CUST20425,21655,1,18,1.7,3265
TXN500940,CUST20845,12005,2,7,5.1,1434
TXN500941,CUST20711,28225,1,19,1.5,1285
TXN500942,CUST20496,53157,2,20,1.5,895
TXN500943,CUST20037,12193,1,13,0.1,2003
TXN500944,CUST20770,37995,3,11,1.6,1916
TXN500945,CUST20006,43457,1,9,2.0,164
TXN500946,CUST20239,180379,2,9,0.9,1524
TXN500947,CUST20432,18520,2,15,1.9,527
TXN500948,CUST20193,20227,1,16,1.8,1876
TXN500949,CUST20120,7120,1,12,2.1,2169
TXN500950,CUST20689,12041,1,17,3.8,3480
TXN500951,CUST20829,30144,2,5,3.3,3313
TXN500952,CUST20116,7786,1,15,1.1,2326
TXN500953,CUST20386,39590,3,19,4.7,509
TXN500954,CUST20775,84525,1,16,0.8,2703
TXN500955,CUST20770,55167,1,6,1.9,1916
TXN500956,CUST20734,331287,3,14,1.9,1305
TXN500957,CUST20585,36455,1,17,5.2,1912
TXN500958,CUST20291,117765,1,11,2.4,890
TXN500959,CUST20778,21991,1,14,1.4,3990
TXN500960,CUST20302,14353,2,14,3.3,803
TXN500961,CUST20814,181900,1,17,6.2,2263
TXN500962,CUST20818,18781,1,8,1.8,183
TXN500963,CUST20403,455587,1,16,3.1,854
TXN500964,CUST20504,21771,1,13,0.7,2982
TXN500965,CUST20620,50439,1,13,2.3,3594
TXN500966,CUST20347,54737,22,15,9.5,3988
TXN500967,CUST20248,14660,1,15,3.5,2158
TXN500968,CUST20633,52834,1,15,2.1,1860
TXN500969,CUST20800,190573,1,2,149.8,524
TXN500970,CUST20660,17770,1,9,3.9,944
TXN500971,CUST20768,87234,3,21,1.1,48
TXN500972,CUST20169,32019,3,15,0.3,142
TXN500973,CUST20455,20105,1,9,2.0,76
TXN500974,CUST20069,12239,1,8,1.3,317
TXN500975,CUST20323,52118,4,9,3.7,3925
TXN500976,CUST20212,48785,1,12,8.9,3814
TXN500977,CUST20209,46686,1,10,2.5,2744
TXN500978,CUST20311,18156,1,14,6.9,910
TXN500979,CUST20202,17572,1,14,6.6,3446
TXN500980,CUST20395,27436,1,16,8.9,2364
TXN500981,CUST20897,40866,2,8,4.9,47
TXN500982,CUST20023,30615,3,11,0.0,3382
TXN500983,CUST20386,29568,2,8,2.5,509
TXN500984,CUST20668,19457,1,14,2.5,1298
TXN500985,CUST20498,34223,1,15,10.6,2459
TXN500986,CUST20521,11501,2,10,2.9,3169
TXN500987,CUST20700,52979,1,14,3.5,977
TXN500988,CUST20161,40378,1,6,1.7,208
TXN500989,CUST20547,7330397,2,12,8.0,2990
TXN500990,CUST20668,7741,1,16,2.8,1298
TXN500991,CUST20819,59649,2,8,2.1,1524
TXN500992,CUST20536,45188,1,12,0.2,3421
TXN500993,CUST20278,24085,1,9,3.0,921
TXN500994,CUST20236,6425,1,11,1.9,329
TXN500995,CUST20899,32475,1,13,2.0,2043
TXN500996,CUST20107,9804,2,11,1.3,1425
TXN500997,CUST20859,63332,2,9,3.9,1269
TXN500998,CUST20111,11914,1,10,5.0,2776
TXN500999,CUST20074,363257,2,19,0.0,381
TXN501000,CUST20742,22665,1,10,0.4,908
TXN501001,CUST20823,81663,1,15,1.7,716
TXN501002,CUST20825,266630,1,8,2.5,3984
TXN501003,CUST20878,79277,1,19,7.3,3215
TXN501004,CUST20040,81591,2,11,1.9,3785
TXN501005,CUST20775,30193,1,16,5.0,2703
TXN501006,CUST20668,21915,1,13,5.8,1298
TXN501007,CUST20244,20116,1,15,1.1,1268
TXN501008,CUST20369,77839,1,15,2.4,1841
TXN501009,CUST20451,8776,1,10,6.2,1365
TXN501010,CUST20773,43533,1,15,1.1,663
TXN501011,CUST20508,16716,2,16,10.8,794
TXN501012,CUST20668,18357,1,15,0.5,1298
TXN501013,CUST20441,15262,1,23,5.4,639
TXN501014,CUST20300,31006,1,3,9.4,525
TXN501015,CUST20388,389884,1,12,2.0,2427
TXN501016,CUST20340,480000,3,12,2.2,523
TXN501017,CUST20403,480000,2,11,2.7,854
TXN501018,CUST20435,22371,2,10,6.3,3199
TXN501019,CUST20489,22496,1,16,3.3,2037
TXN501020,CUST20114,35473,1,19,6.6,2862
TXN501021,CUST20266,30248,2,9,4.2,2108
TXN501022,CUST20576,54761,1,11,0.7,2341
TXN501023,CUST20447,444238,3,2,192.4,3656
TXN501024,CUST20737,66328,2,8,4.3,1053
TXN501025,CUST20356,21739,2,13,3.2,1648
TXN501026,CUST20374,148808,1,18,7.2,1043
TXN501027,CUST20686,12434,2,13,2.1,2170
TXN501028,CUST20671,31518,1,11,6.7,1800
TXN501029,CUST20313,34958,1,21,1.4,126
TXN501030,CUST20796,266575,2,17,1.4,2508
TXN501031,CUST20122,7933869,1,13,1.2,2847
TXN501032,CUST20362,183161,1,16,1.0,3493
TXN501033,CUST20605,53379,2,13,4.9,1037
TXN501034,CUST20211,43454,1,12,9.1,2583
TXN501035,CUST20781,39147,1,14,1.0,673
TXN501036,CUST20576,67824,1,7,0.3,2341
TXN501037,CUST20022,11653,1,23,4.8,1228
TXN501038,CUST20012,53648,1,12,0.1,3203
TXN501039,CUST20024,18565,1,14,3.0,2148
TXN501040,CUST20870,35783,1,8,1.2,287
TXN501041,CUST20561,66410,2,13,1.7,1192
TXN501042,CUST20218,26104,1,11,2.7,2456
TXN501043,CUST20062,47585,1,13,0.6,3011
TXN501044,CUST20860,36246,3,10,4.8,3111
TXN501045,CUST20633,46838,3,16,4.7,1860
TXN501046,CUST20145,8892,1,9,10.6,273
TXN501047,CUST20369,80707,1,12,6.4,1841
TXN501048,CUST20791,69718,1,13,4.1,796
TXN501049,CUST20079,21144,1,13,1.1,3964
TXN501050,CUST20178,17369,1,20,2.9,460
TXN501051,CUST20837,11209,2,14,1.1,3437
TXN501052,CUST20619,168924,2,14,0.4,2553
TXN501053,CUST20422,289817,1,15,0.6,3338
TXN501054,CUST20730,18940,1,11,0.0,3610
TXN501055,CUST20056,15638,1,20,3.9,2116
TXN501056,CUST20405,15854,1,10,0.5,2265
TXN501057,CUST20230,421533,2,16,14.8,1501
TXN501058,CUST20517,30744,1,15,2.2,666
TXN501059,CUST20530,19750,1,17,6.6,227
TXN501060,CUST20310,3474,1,18,5.7,1343
TXN501061,CUST20349,89417,1,11,4.0,1535
TXN501062,CUST20222,62930,1,12,1.6,1541
TXN501063,CUST20205,125086,2,14,0.4,1867
TXN501064,CUST20446,25012,1,17,2.9,1890
TXN501065,CUST20495,27733,1,13,2.9,2848
TXN501066,CUST20330,6007,1,13,1.5,2940
TXN501067,CUST20787,17744,1,18,0.7,1833
TXN501068,CUST20621,9936,1,22,0.4,1537
TXN501069,CUST20312,15663,2,16,2.4,1655
TXN501070,CUST20726,36828,1,12,14.1,1579
TXN501071,CUST20790,66394,1,18,6.0,2743
TXN501072,CUST20248,28687,2,14,6.1,2158
TXN501073,CUST20495,21523,1,9,7.6,2848
TXN501074,CUST20726,85420,1,16,5.6,1579
TXN501075,CUST20579,15375,2,17,5.0,961
TXN501076,CUST20023,42358,1,9,0.9,3382
TXN501077,CUST20162,9085,1,17,7.5,828
TXN501078,CUST20899,15879,2,22,1.0,2043
TXN501079,CUST20780,5718,1,9,3.5,2614
